employee_id,first_name,last_name,date_of_birth,gender,ethnicity,job_title,department,hire_date,termination_date,salary,hourly_rate,overtime_rate,pay_frequency,tax_withholding,ssn,address,city,state,zip_code,phone_number,emergency_contact_name,emergency_contact_phone,marital_status,spouse_name,number_of_dependents,education_level,years_of_experience,performance_rating,benefits_eligible,union_member
84,Evvie,Loud,8/6/1972,Trans Person,Black,Actuary,Research and Development,7/8/2008,7/28/2004,121548.25,49.88,60.69,Bi-weekly,0.33,618-83-7339,18 Sycamore Place,Entre Rios,,89862-000,999-545-3511,Evvie Loud,941-588-7259,Widowed,Evvie Loud,7,Doctorate,3,4.88,false,true
85,Ola,Dorsett,10/5/1980,Trans Male,Hispanic,Staff Scientist,Engineering,2/5/2003,12/13/2020,99698.51,91.47,34.11,Bi-weekly,0.7,130-64-0171,933 Mayer Crossing,Itarana,,29620-000,818-219-9956,Ola Dorsett,411-750-1132,Married,Ola Dorsett,10,Doctorate,10,3.03,false,false
86,Diarmid,Stolli,3/20/1992,Gender Nonconforming,Hispanic,Analog Circuit Design manager,Training,5/22/2019,1/24/2013,78530.23,47.82,75.12,Bi-weekly,0.88,285-84-7853,679 Mcbride Plaza,Konobeyevo,,140225,143-708-2135,Diarmid Stolli,180-524-2828,Divorced,Diarmid Stolli,7,Bachelor's Degree,1,3.07,false,false
87,Quincey,Harrington,1/2/1996,Cis Woman,White,Recruiter,Training,5/15/2013,1/17/2009,82020.31,74.54,36.18,Bi-weekly,0.79,634-16-3318,76217 Union Way,Mashan,,,812-696-3165,Quincey Harrington,725-863-0848,Married,Quincey Harrington,4,High School,12,4.7,false,false
88,Gayle,Aspinal,5/20/1974,Transgender,White,Health Coach I,Services,6/7/2007,7/4/2020,71181.62,90.01,54.75,Monthly,0.91,873-18-8518,66353 Lillian Road,Al Burayqah,,,637-253-1355,Gayle Aspinal,257-426-3035,Divorced,Gayle Aspinal,5,Associate's Degree,44,1.49,true,false
89,Aloysius,Neiland,12/27/1960,FTM,White,VP Accounting,Services,3/29/2006,4/15/2018,173324.15,46.8,72.05,Monthly,0.14,237-38-8282,6 Lighthouse Bay Crossing,Columbia,SC,29220,803-313-6521,Aloysius Neiland,594-111-2436,Divorced,Aloysius Neiland,2,Associate's Degree,49,2.29,true,false
90,Morse,Smythe,9/29/1952,Trans Man,Hispanic,VP Quality Control,Services,8/2/2006,5/6/2003,192735.09,35.2,62.68,Monthly,0.47,405-63-2523,85 Namekagon Plaza,Jayune,,,707-980-6623,Morse Smythe,794-295-4803,Single,Morse Smythe,7,Associate's Degree,6,1.91,false,true
91,Riordan,Asquith,4/26/1969,Trans Female,Other,Senior Cost Accountant,Services,4/23/2015,6/27/2021,43407.97,53.47,53.01,Monthly,0.83,153-60-8292,1 Stone Corner Circle,Värnamo,F,331 54,953-591-5540,Riordan Asquith,996-986-1545,Divorced,Riordan Asquith,1,Doctorate,40,3.52,false,true
92,Francesco,Brokenshaw,6/18/1993,Cisgender Female,Other,Programmer Analyst III,Sales,12/23/2006,9/9/2009,91571.98,67.29,78.93,Bi-weekly,0.73,631-59-4551,3 Manley Place,Seattle,WA,98104,253-279-8546,Francesco Brokenshaw,782-693-0220,Married,Francesco Brokenshaw,4,Doctorate,18,4.76,true,true
93,Randi,Dunwoody,2/4/1982,Transgender,Asian,Food Chemist,Human Resources,3/22/2020,3/22/2009,174243.23,16.13,93.93,Bi-weekly,0.92,282-21-5027,5336 David Drive,Taluncemara,,,388-450-2079,Randi Dunwoody,344-527-5911,Widowed,Randi Dunwoody,1,Doctorate,10,4.76,true,false
94,Auberon,Quittonden,3/3/1987,Androgyne,Other,Sales Representative,Engineering,6/8/2016,1/3/2005,38005.75,42.4,63.24,Weekly,0.08,471-89-0959,061 Old Shore Way,San Narciso,,4313,840-514-9519,Auberon Quittonden,592-470-2993,Married,Auberon Quittonden,3,Associate's Degree,43,4.08,true,false
95,Tann,Sans,10/31/1982,Cisgender,Other,Senior Sales Associate,Engineering,4/11/2013,9/9/2009,187010.06,30.28,30.32,Monthly,0.18,193-56-9999,13554 Brown Junction,Pankovka,,173526,680-265-8901,Tann Sans,955-103-5774,Divorced,Tann Sans,3,High School,28,4.72,true,false
96,Ringo,Dammarell,8/3/1993,Cisgender Male,Asian,Sales Representative,Engineering,9/20/2016,9/11/2007,183808.21,42.28,27.08,Bi-weekly,0.1,334-34-9358,0 Sunfield Junction,Cancas,,,935-299-2176,Ringo Dammarell,190-309-8675,Widowed,Ringo Dammarell,2,Bachelor's Degree,45,2.1,false,false
97,Maximilien,Wickey,9/27/1957,Transsexual Woman,White,Graphic Designer,Product Management,3/3/2017,3/6/2016,177924.42,45.44,57.33,Bi-weekly,0.72,461-33-5600,455 Sugar Lane,Luzhi,,,715-181-9387,Maximilien Wickey,453-944-7645,Single,Maximilien Wickey,10,Master's Degree,46,3.4,false,true
98,Hobie,Lening,12/16/1987,Agender,Asian,Financial Advisor,Marketing,9/10/2014,9/2/2014,44067.79,69.1,49.51,Weekly,0.45,832-59-0541,3 Stone Corner Place,Macapá,,68900-000,875-171-5388,Hobie Lening,975-418-1444,Married,Hobie Lening,4,Doctorate,28,3.1,true,false
99,Emogene,Raulston,8/31/1965,Non-binary,Black,Senior Developer,Human Resources,10/31/2019,8/2/2018,122958.78,40.61,18.75,Monthly,0.64,241-90-4340,3157 Forest Court,Ortega,,735517,260-683-2167,Emogene Raulston,342-873-3942,Married,Emogene Raulston,9,Master's Degree,28,1.01,false,true
100,Mathian,McNeigh,6/28/1950,Other,Black,Information Systems Manager,Support,4/30/2003,11/1/2012,167676.24,41.68,20.21,Weekly,0.49,849-09-0769,04424 Summer Ridge Park,Quibdó,,270009,928-998-4968,Mathian McNeigh,298-407-9107,Married,Mathian McNeigh,2,Associate's Degree,35,3.56,false,false
101,Shayne,Sevior,11/25/1982,Gender Questioning,Hispanic,Editor,Sales,11/9/2009,3/21/2014,75661.31,38.44,62.84,Weekly,0.32,474-71-5682,73392 Quincy Center,Cigalontang,,,347-835-2966,Shayne Sevior,175-554-2554,Single,Shayne Sevior,0,Doctorate,21,2.36,true,false
102,Jamey,Malarkey,2/19/1984,Transsexual Male,Hispanic,Dental Hygienist,Support,8/31/2005,10/31/2005,66109.2,46.0,98.68,Weekly,0.82,579-35-1224,00086 Service Place,Ubatã,,45550-000,128-467-5308,Jamey Malarkey,747-825-7770,Divorced,Jamey Malarkey,10,Bachelor's Degree,9,2.38,true,false
103,Wood,Twomey,5/3/1978,Cisgender Woman,Asian,Programmer III,Marketing,2/25/2003,12/28/2007,49588.45,28.27,47.45,Monthly,0.3,700-71-4221,3 Bowman Way,Quezon,,8715,451-982-8852,Wood Twomey,998-959-6817,Divorced,Wood Twomey,6,Master's Degree,1,4.48,true,false
104,Phylis,Heck,11/16/1959,Transgender Woman,Asian,Cost Accountant,Support,4/5/2001,12/20/2016,83441.09,29.13,58.33,Weekly,0.34,845-50-8087,69 Kenwood Terrace,Malšice,,391 75,892-402-8885,Phylis Heck,317-382-5411,Divorced,Phylis Heck,6,Master's Degree,28,1.84,true,false
105,Padraig,Jewkes,11/11/1968,Androgynous,Black,Actuary,Services,10/30/2016,3/19/2019,159622.48,26.61,18.89,Monthly,0.97,795-14-2163,59251 Tennessee Court,Villeneuve-la-Garenne,A8,92398 CEDEX,966-752-0643,Padraig Jewkes,852-163-2481,Married,Padraig Jewkes,1,High School,0,2.97,false,true
106,Abagael,Upton,6/25/1992,Trans Woman,Black,Analyst Programmer,Marketing,10/5/2009,10/18/2013,41818.46,22.69,21.28,Bi-weekly,0.96,149-50-9655,3 Clarendon Park,Chernyanka,,309573,328-190-9538,Abagael Upton,529-603-5184,Married,Abagael Upton,5,Bachelor's Degree,40,1.48,false,true
107,Clari,McKea,10/27/1957,Female to Male,Black,Research Associate,Product Management,3/22/2000,2/24/2002,139755.08,68.08,48.28,Bi-weekly,0.54,729-12-8819,13 Almo Place,Oslo,03,0361,152-318-7894,Clari McKea,312-111-0805,Married,Clari McKea,5,High School,7,1.49,true,true
108,Lindsey,Deporte,5/9/1965,FTM,Hispanic,Clinical Specialist,Marketing,11/27/2017,8/27/2016,45244.75,92.6,18.79,Monthly,0.55,467-22-1342,27905 Kenwood Plaza,Bamiantong,,,389-160-3059,Lindsey Deporte,398-181-6585,Single,Lindsey Deporte,5,Associate's Degree,19,1.48,false,false
109,Desdemona,Hendriks,11/7/1978,Transsexual Female,Black,Community Outreach Specialist,Research and Development,3/5/2017,1/6/2010,195686.89,18.86,17.53,Bi-weekly,0.47,319-64-1434,89750 Nevada Park,Ourozinho,18,3630-139,865-252-4393,Desdemona Hendriks,788-982-9625,Single,Desdemona Hendriks,6,High School,9,1.29,true,true
110,Lavena,Rizzelli,4/30/1951,Transsexual,Black,Environmental Specialist,Training,11/28/2012,8/30/2012,88918.06,90.92,11.59,Weekly,0.45,521-69-4041,7694 Northfield Avenue,Cieplice Śląskie Zdrój,,58-588,824-900-8096,Lavena Rizzelli,361-327-5476,Married,Lavena Rizzelli,2,Master's Degree,14,4.93,true,false
111,Ricki,Anger,2/20/1954,Transsexual Female,Hispanic,Sales Associate,Accounting,5/21/2003,3/26/2008,94163.21,48.29,97.27,Weekly,0.33,618-12-1782,06858 Forest Alley,Heping,,,460-802-2639,Ricki Anger,255-759-8698,Married,Ricki Anger,10,High School,25,4.96,false,false
112,Levey,Laverick,8/20/1955,Trans Female,Other,Research Associate,Engineering,3/15/2007,9/4/2006,175144.72,95.94,31.13,Weekly,0.26,531-20-8662,9912 Mayfield Street,Bacnotan,,2515,271-142-3019,Levey Laverick,283-196-7265,Widowed,Levey Laverick,9,Doctorate,46,3.63,false,true
113,Sabra,Formigli,1/1/1984,Pangender,White,Director of Sales,Sales,6/13/2001,8/19/2004,193714.19,91.0,42.52,Monthly,0.22,142-25-4569,6 Welch Court,Aisai,,503-0644,372-658-6632,Sabra Formigli,456-288-9436,Divorced,Sabra Formigli,10,Doctorate,23,1.11,false,true
114,Tani,Ballach,3/5/1961,Gender Fluid,Other,Environmental Tech,Training,6/25/2015,3/14/2021,156605.27,95.74,63.34,Weekly,0.57,196-54-9134,12413 Marquette Circle,Bani,,2407,375-152-5097,Tani Ballach,361-807-5438,Widowed,Tani Ballach,8,Doctorate,47,4.84,false,false
115,Torrence,Wadwell,9/29/1953,Transsexual Woman,Hispanic,Staff Accountant I,Marketing,4/20/2019,9/4/2003,180152.06,38.87,95.19,Monthly,0.57,104-49-9999,9 Oxford Parkway,Krajan,,,462-326-1233,Torrence Wadwell,408-266-0819,Widowed,Torrence Wadwell,6,Associate's Degree,21,1.35,true,false
116,Alfy,Doyley,5/28/2001,Transgender Person,Other,Social Worker,Research and Development,12/22/2009,6/29/2000,20367.54,37.34,25.8,Monthly,0.63,355-85-8673,0 Talisman Lane,Steinkjer,17,7712,200-304-1516,Alfy Doyley,220-832-8320,Married,Alfy Doyley,5,Bachelor's Degree,21,3.0,false,false
117,Patrice,Jordan,5/4/1968,Non-binary,Hispanic,Analyst Programmer,Engineering,6/9/2013,3/4/2014,151251.35,85.02,94.26,Bi-weekly,0.37,580-80-7712,2 Prairieview Alley,Pingfeng,,,345-373-6371,Patrice Jordan,472-644-4630,Widowed,Patrice Jordan,9,Bachelor's Degree,26,4.38,false,true
118,Hayden,Jewel,2/28/1999,Transsexual Female,Black,Speech Pathologist,Research and Development,8/9/2003,10/12/2018,26687.23,52.15,94.75,Bi-weekly,0.53,710-66-9030,33 Troy Crossing,Ouahigouya,,,837-528-5634,Hayden Jewel,913-373-0899,Widowed,Hayden Jewel,1,Doctorate,22,4.29,true,false
119,Anna,Genge,8/9/1967,Cisgender Man,Asian,Assistant Manager,Research and Development,3/24/2000,8/23/2002,156511.54,54.07,71.29,Weekly,0.7,446-94-7065,81137 Tomscot Trail,Dan Khun Thot,,30210,252-245-4283,Anna Genge,312-218-6234,Married,Anna Genge,5,Doctorate,49,2.09,false,true
120,Betsy,Caulket,7/21/1971,Transsexual Person,Black,Assistant Manager,Marketing,5/24/2014,5/30/2019,171193.13,55.86,97.26,Bi-weekly,0.42,272-11-4374,7 Westend Street,Kariya,,969-1619,405-916-1557,Betsy Caulket,788-895-6492,Single,Betsy Caulket,3,Master's Degree,12,3.42,true,false
121,Emerson,Poveleye,8/18/1993,MTF,Black,Payment Adjustment Coordinator,Accounting,12/5/2005,12/12/2016,45571.82,92.11,51.44,Bi-weekly,0.67,584-55-4216,827 Hayes Avenue,Kantharalak,,33110,787-711-5029,Emerson Poveleye,424-208-5612,Single,Emerson Poveleye,5,Master's Degree,50,2.29,true,true
122,Timmie,Cromie,6/21/1986,Trans Man,Hispanic,Recruiter,Legal,10/15/2014,2/13/2009,107872.42,76.87,43.88,Monthly,0.69,274-59-3472,247 Burning Wood Circle,Zhihe,,,564-765-6242,Timmie Cromie,630-842-3632,Divorced,Timmie Cromie,0,Bachelor's Degree,11,2.16,true,false
123,Brittni,Ogle,11/20/1989,Transsexual Person,Other,Chief Design Engineer,Services,6/9/2014,11/4/2003,191356.86,85.43,76.22,Monthly,0.12,177-36-6556,33570 Portage Trail,Randu,,,417-788-0333,Brittni Ogle,174-217-8853,Divorced,Brittni Ogle,0,Associate's Degree,46,2.09,false,true
124,Patrice,Golding,9/10/2002,Agender,Other,Director of Sales,Research and Development,4/14/2012,12/3/2010,149413.33,49.6,68.41,Monthly,0.69,843-14-5487,13 North Alley,Maindang,,1255,215-203-3322,Patrice Golding,637-490-9989,Married,Patrice Golding,3,Bachelor's Degree,1,2.34,false,true
125,Joane,Sherbrooke,11/13/1974,Transsexual Man,Other,Speech Pathologist,Accounting,2/23/2006,5/31/2013,86856.07,11.5,70.22,Bi-weekly,0.81,459-83-6736,166 Kensington Road,Mūdīyah,,,552-201-7405,Joane Sherbrooke,375-189-7372,Married,Joane Sherbrooke,3,Doctorate,40,3.92,true,false
126,Clemmy,Cranton,9/23/1972,Cisgender,Asian,Registered Nurse,Legal,6/5/2003,5/6/2009,163267.81,17.81,19.33,Monthly,0.81,641-57-9001,1 Florence Street,Moglicë,,,433-436-5256,Clemmy Cranton,825-859-5241,Married,Clemmy Cranton,7,Master's Degree,46,4.61,true,false
127,Mariejeanne,McMearty,7/5/1990,Pangender,Other,Information Systems Manager,Product Management,5/3/2010,12/22/2016,148204.65,15.32,95.39,Bi-weekly,0.29,507-03-0390,81340 Huxley Pass,Porto Formoso,42,9625-414,216-607-5296,Mariejeanne McMearty,303-682-8122,Widowed,Mariejeanne McMearty,1,Master's Degree,22,1.13,false,false
128,Baxy,Rosellini,7/3/1969,Agender,Other,Software Engineer I,Engineering,4/23/2018,12/11/2017,61836.47,73.49,49.57,Weekly,0.6,729-71-3610,09 Utah Pass,Cigebrok,,,908-949-3459,Baxy Rosellini,570-895-6462,Single,Baxy Rosellini,0,Master's Degree,35,3.05,true,false
129,Gavin,Passion,5/30/1993,Transsexual Person,White,Systems Administrator II,Support,4/17/2020,7/24/2011,34919.35,41.49,34.11,Weekly,0.07,100-62-6027,79084 Spenser Park,Bajiao,,,398-665-9938,Gavin Passion,688-227-6572,Married,Gavin Passion,9,Doctorate,24,1.86,true,true
130,Erskine,Warrillow,12/4/1975,Transsexual Male,Asian,Director of Sales,Engineering,7/25/2008,1/14/2002,132896.22,15.91,73.93,Bi-weekly,0.99,506-66-3007,5 Bowman Parkway,Negara,,,232-220-1669,Erskine Warrillow,250-534-9840,Married,Erskine Warrillow,2,Doctorate,17,3.07,true,false
131,Dynah,Cracknell,5/27/1995,Cis Man,White,Dental Hygienist,Training,7/15/2019,6/18/2021,47359.23,79.46,11.37,Bi-weekly,0.05,532-86-6317,667 Oakridge Lane,Quinta do Anjo,15,2950-538,987-467-6284,Dynah Cracknell,301-607-6675,Divorced,Dynah Cracknell,6,Doctorate,50,1.82,true,false
132,Mylo,Huddleston,2/24/1987,Trans Woman,Hispanic,Account Coordinator,Research and Development,10/4/2017,12/15/2003,28069.13,23.64,62.28,Monthly,0.85,471-38-5803,99421 Monica Court,Ndwedwe,,4399,948-491-6463,Mylo Huddleston,373-479-1366,Widowed,Mylo Huddleston,6,Bachelor's Degree,25,3.54,false,false
133,Amy,Dodshun,7/31/1989,Neither,Black,Structural Engineer,Marketing,5/21/2006,9/14/2012,112206.83,89.49,61.03,Monthly,0.17,523-30-0445,189 International Drive,Sala,,,615-120-2718,Amy Dodshun,152-291-6278,Single,Amy Dodshun,4,Bachelor's Degree,16,4.61,true,true
134,Oren,Bartocci,10/12/1992,Gender Questioning,Black,Software Test Engineer IV,Product Management,11/29/2017,2/7/2002,38736.49,79.89,19.52,Weekly,0.22,486-47-6946,61 Sunfield Street,Nabeul,,,677-416-8062,Oren Bartocci,981-235-8006,Single,Oren Bartocci,1,High School,21,1.16,true,true
135,Jerry,Hattam,7/27/2000,Transsexual Male,Black,Account Representative III,Business Development,9/24/2013,9/24/2008,168057.57,83.75,13.83,Weekly,0.51,618-50-6397,24 Derek Point,Baoxing,,,218-713-2672,Jerry Hattam,994-649-4704,Widowed,Jerry Hattam,0,Doctorate,36,1.7,false,true
136,Evey,Backman,4/10/1969,Transgender Person,White,Quality Control Specialist,Engineering,9/18/2004,4/6/2016,133367.45,30.82,30.97,Monthly,0.77,341-20-7113,09669 Texas Trail,Planken,,9498,113-283-9496,Evey Backman,702-139-3169,Widowed,Evey Backman,1,Doctorate,5,2.99,true,true
137,Hodge,Ormshaw,5/22/1981,Transsexual Woman,Asian,Senior Quality Engineer,Legal,9/8/2020,10/21/2013,122696.14,74.9,80.6,Weekly,0.35,264-99-0228,8 Anniversary Point,Negla,,,908-589-0328,Hodge Ormshaw,825-446-3435,Single,Hodge Ormshaw,4,High School,49,3.52,false,false
138,Ricky,Oxx,11/14/2000,Cisgender Man,Hispanic,Senior Cost Accountant,Services,3/4/2021,12/1/2003,104110.37,41.89,16.59,Monthly,0.33,550-47-9696,255 Briar Crest Plaza,Enschede,15,7504,564-381-6854,Ricky Oxx,775-263-6805,Divorced,Ricky Oxx,5,Doctorate,43,4.31,false,false
139,Cooper,Sandry,3/29/1986,Non-binary,Black,Professor,Research and Development,9/30/2007,2/1/2003,101637.61,11.14,92.97,Weekly,0.77,719-10-9192,3 Anthes Trail,Dadong’ao,,,975-622-2217,Cooper Sandry,659-507-7614,Divorced,Cooper Sandry,3,High School,18,3.46,false,false
140,Danica,Arnowicz,9/24/1972,Trans,Black,Clinical Specialist,Human Resources,8/12/2017,12/27/2016,108451.39,88.38,47.47,Weekly,0.67,264-36-8671,10 Eastlawn Street,Olleros,,,365-453-2570,Danica Arnowicz,452-689-8744,Single,Danica Arnowicz,8,Master's Degree,23,3.59,true,true
141,Malynda,Auletta,1/2/1984,Neither,Hispanic,Budget/Accounting Analyst I,Research and Development,2/7/2014,8/29/2006,72166.41,37.1,76.62,Bi-weekly,0.36,409-96-2519,97755 Warner Center,Xiluo,,,542-708-7153,Malynda Auletta,862-744-4743,Widowed,Malynda Auletta,10,Bachelor's Degree,28,2.03,true,false
142,Agatha,Kristof,1/12/1963,Pangender,White,Recruiting Manager,Engineering,5/24/2002,3/30/2005,118756.53,91.32,37.4,Weekly,0.65,526-53-9418,10921 Arapahoe Way,Parang,,,413-450-6770,Agatha Kristof,509-568-8436,Single,Agatha Kristof,5,Bachelor's Degree,18,3.93,true,false
143,Kiah,Wealthall,12/25/1983,FTM,Asian,Data Coordinator,Product Management,5/30/2010,10/27/2006,85706.66,37.85,70.7,Weekly,0.82,186-28-1199,86 Kedzie Place,La Virgen,MEX,50695,575-700-7749,Kiah Wealthall,791-713-6309,Single,Kiah Wealthall,10,Doctorate,16,1.72,true,false
144,Ellwood,Prettyjohns,5/22/1985,MTF,White,Teacher,Product Management,1/20/2012,8/3/2021,133011.69,35.02,10.45,Monthly,0.09,604-52-7834,88467 Katie Crossing,Oslo,03,0323,368-399-7399,Ellwood Prettyjohns,159-395-9361,Married,Ellwood Prettyjohns,1,High School,15,3.01,false,false
145,Kennan,Lourenco,9/30/1982,Transsexual Person,Asian,Clinical Specialist,Training,10/11/2007,8/24/2006,87957.01,89.24,29.85,Weekly,0.91,440-36-9957,24361 3rd Way,Novopokrovka,,,782-621-2492,Kennan Lourenco,105-849-7013,Single,Kennan Lourenco,8,Associate's Degree,2,2.11,false,true
146,Ky,Petegre,6/9/1965,Trans Woman,White,Administrative Officer,Human Resources,11/14/2011,6/10/2012,91595.46,65.6,51.36,Bi-weekly,0.42,610-88-7058,0 Wayridge Road,Mostovskoy,,352574,872-202-3146,Ky Petegre,163-708-0911,Married,Ky Petegre,9,Master's Degree,30,3.34,true,true
147,Fiorenze,Dod,4/15/1960,Cis Male,Asian,Biostatistician IV,Human Resources,1/10/2018,11/18/2017,192607.87,98.14,26.26,Bi-weekly,0.92,367-03-9189,5 Corscot Alley,Sala,,,826-408-2770,Fiorenze Dod,861-608-7452,Widowed,Fiorenze Dod,4,High School,5,1.6,true,false
148,Gabrila,Covert,12/20/1951,Cisgender Man,White,Nurse,Support,3/25/2003,8/16/2017,58552.82,11.86,87.31,Monthly,0.64,196-82-4324,3 Londonderry Trail,Ping’an,,,305-151-0231,Gabrila Covert,240-966-8579,Widowed,Gabrila Covert,4,High School,6,4.79,true,true
149,Jasmine,Hughlin,4/27/1972,Transsexual,Other,Editor,Accounting,1/25/2003,11/15/2005,33886.35,87.12,11.74,Bi-weekly,0.8,630-62-4198,2 Iowa Park,Ban Dan,,31000,145-673-0790,Jasmine Hughlin,924-376-8100,Single,Jasmine Hughlin,5,High School,16,2.64,true,true
150,Sergeant,Battersby,12/18/1974,Neither,Black,Database Administrator III,Engineering,4/4/2018,5/3/2017,75849.71,16.96,83.35,Weekly,0.02,282-07-7079,0886 Erie Point,Finote Selam,,,102-424-5179,Sergeant Battersby,554-151-1106,Widowed,Sergeant Battersby,8,Master's Degree,50,1.97,true,false
151,Madlen,Trime,9/5/1955,Trans Person,Asian,Programmer Analyst IV,Legal,3/9/2013,5/27/2012,142704.91,99.13,38.06,Monthly,0.14,372-86-8809,8 Hanover Drive,Xia’ertai,,,750-998-5079,Madlen Trime,710-611-8192,Divorced,Madlen Trime,4,Master's Degree,14,4.5,false,true
152,Danya,Larkins,7/29/1998,Androgynous,Asian,Product Engineer,Human Resources,6/22/2020,12/16/2020,171530.02,92.43,47.87,Bi-weekly,0.3,730-55-5260,64599 Bartillon Avenue,Libu,,,919-149-5496,Danya Larkins,245-998-8150,Single,Danya Larkins,7,Associate's Degree,12,4.51,false,false
153,Branden,Cobbledick,3/12/1969,Trans Person,Hispanic,Account Coordinator,Services,6/20/2021,2/18/2017,177114.0,82.5,64.48,Weekly,0.89,372-92-5625,6165 Lukken Plaza,Xiaopu,,,324-443-8451,Branden Cobbledick,868-275-4264,Widowed,Branden Cobbledick,4,Associate's Degree,13,3.86,false,false
154,Eudora,Wagenen,7/21/1981,Androgynous,Black,Media Manager III,Sales,5/21/2021,7/4/2006,108606.02,12.16,32.82,Bi-weekly,0.49,499-64-8350,96614 Village Green Circle,Habingkloang,,,575-152-8545,Eudora Wagenen,618-193-1082,Divorced,Eudora Wagenen,10,Associate's Degree,36,4.56,false,false
155,Brenn,Keetch,3/11/1995,Transgender Male,White,Professor,Legal,9/27/2018,7/30/2000,80458.74,71.35,44.88,Weekly,0.16,761-13-4164,0667 Dexter Parkway,Mainri,,,960-723-6275,Brenn Keetch,316-738-4979,Widowed,Brenn Keetch,3,Bachelor's Degree,17,4.13,true,false
156,Jewel,O'Fallone,6/5/1985,Agender,Hispanic,Recruiter,Sales,3/1/2017,7/12/2008,117676.7,52.43,81.53,Monthly,0.51,777-60-1349,5 Prairie Rose Pass,Canoinhas,,89460-000,602-262-6702,Jewel O'Fallone,100-369-9589,Widowed,Jewel O'Fallone,0,Master's Degree,0,2.54,false,true
157,Grenville,Meates,12/8/1963,Neither,Black,Software Consultant,Research and Development,4/4/2011,9/3/2019,90034.6,57.21,57.37,Weekly,0.03,558-59-5070,45 Harper Pass,Kochevo,,619320,613-547-8133,Grenville Meates,742-314-2744,Divorced,Grenville Meates,4,High School,29,2.76,true,false
158,Brennen,Henderson,6/2/1987,Cis Woman,Black,Programmer IV,Marketing,5/14/2009,10/10/2018,83192.25,56.8,24.41,Bi-weekly,0.04,186-68-8847,216 Stone Corner Court,Shinaihai,,,596-710-0585,Brennen Henderson,619-446-7637,Widowed,Brennen Henderson,0,Associate's Degree,39,4.45,true,true
159,Esdras,Etchingham,12/12/1988,Cisgender Female,Asian,Speech Pathologist,Marketing,8/8/2002,11/3/2021,148501.76,79.18,44.28,Monthly,0.18,444-96-6178,773 Montana Park,Kadipaten,,,190-707-9290,Esdras Etchingham,943-488-3044,Single,Esdras Etchingham,10,High School,31,3.24,false,false
160,Gabey,Dyke,5/13/1985,Transsexual Woman,White,Account Representative III,Sales,3/18/2007,4/15/2019,138019.85,22.36,82.82,Monthly,0.6,865-16-7435,5 East Plaza,Sungaipuntik,,,905-416-4092,Gabey Dyke,573-651-8669,Widowed,Gabey Dyke,5,High School,16,4.73,true,false
